track_id_assignment_batch_id	assignment_row_number	registry_import_batch_id	registry_import_row_number	source_queue_file	source_queue_row_number	source_csv	source_id	source_title	proposed_display_title	artist	album	assigned_gpmc_track_id	assignment_status	official_track_record_status	pix_status	lt_pix_status	kkr_status	ci_status	assignment_note
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	1	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	1	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	2	gpm_stl.csv	44077375	TIL I'M DYIN' I'M TRYIN' - INSTRO	TIL I'M DYIN' I'M TRYIN' - INSTRO	gputnam	Busting Out	GPMC-TRK-000001	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	2	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	2	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	3	gpm_stl.csv	44080078	IMAGINE IF - INSTRO	IMAGINE IF - INSTRO	G Putnam Music	Remembering Forgetting	GPMC-TRK-000002	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	3	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	3	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	4	gpm_stl.csv	44080109	SOMEWHERE INSIDE - INSTRO	SOMEWHERE INSIDE - INSTRO	Cindy Youngren	Clearly	GPMC-TRK-000003	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	4	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	4	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	5	gpm_stl.csv	63893177	MY BABY LEFT ME - INSTRO	MY BABY LEFT ME - INSTRO	G Putnam Music	Slight Light	GPMC-TRK-000004	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	5	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	5	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	6	gpm_stl.csv	64057105	TIL I'M DYIN' I'M TRYIN'	TIL I'M DYIN' I'M TRYIN'	Zach Linley	Cowboy Country	GPMC-TRK-000005	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	6	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	6	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	7	gpm_stl.csv	64057147	FEEL FREE - INSTRO	FEEL FREE - INSTRO	G Putnam Music	Desperate n’ Dirty	GPMC-TRK-000006	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	7	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	7	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	8	gpm_stl.csv	64057224	MISTY MIDNIGHT BLUE	MISTY MIDNIGHT BLUE	NATU Visinia	NATU Ought To	GPMC-TRK-000007	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	8	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	8	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	9	gpm_stl.csv	64057298	OH SO CASUALLY	OH SO CASUALLY	Katie Beste	The Struggle	GPMC-TRK-000008	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	9	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	9	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	10	gpm_stl.csv	64057483	SWEETER THAN MINE - INSTRO	SWEETER THAN MINE - INSTRO	G Putnam Music	Pretty Pop	GPMC-TRK-000009	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	10	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	10	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	11	gpm_stl.csv	64059291	THAT'S A HAVE-TO	THAT'S A HAVE-TO	Jade Lotzow	Female	GPMC-TRK-000010	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	11	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	11	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	12	gpm_stl.csv	64059503	ESTOY BIEN - INSTRO	ESTOY BIEN - INSTRO	G Putnam Music	TV/Film	GPMC-TRK-000011	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	12	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	12	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	13	gpm_stl.csv	64059506	COME BACK-COME BACK - INSTRO	COME BACK-COME BACK - INSTRO	G Putnam Music	Rock till We Drop	GPMC-TRK-000012	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	13	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	13	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	14	gpm_stl.csv	64059511	CLAWS - INSTRO	CLAWS - INSTRO	G Putnam Music	Sweet as Sexy	GPMC-TRK-000013	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	14	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	14	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	15	gpm_stl.csv	64059521	INTO THE LIGHT - INSTRO	INTO THE LIGHT - INSTRO	G Putnam Music	Synth Nymph	GPMC-TRK-000014	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	15	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	15	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	16	gpm_stl.csv	64059708	SANDMAN'S COMIN' - INSTRO	SANDMAN'S COMIN' - INSTRO	G Putnam Music	Busting Out	GPMC-TRK-000015	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	16	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	16	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	17	gpm_stl.csv	64059726	CHANGE ME	CHANGE ME	Chris Krause	Change Me	GPMC-TRK-000016	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	17	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	17	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	18	gpm_stl.csv	64059773	KENTUCKY IN HER HEART	KENTUCKY IN HER HEART	Alex Fehr	Subtly Simple	GPMC-TRK-000017	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	18	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	18	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	19	gpm_stl.csv	68345674	MUSTA BEEN - INSTRO	MUSTA BEEN - INSTRO	G Putnam Music	Synth Nymph	GPMC-TRK-000018	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	19	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	19	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	20	gpm_stl.csv	68563938	C'MON  COOL - INSTRO	C'MON  COOL - INSTRO	G Putnam Music	Clubbin'	GPMC-TRK-000019	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	20	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	20	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	21	gpm_stl.csv	68836572	MAYBE TONIGHT - 60s - LOFI	MAYBE TONIGHT - 60s - LOFI	Zach Jackson	Classic Rock	GPMC-TRK-000020	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	21	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	21	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	22	gpm_stl.csv	68836598	I DO SWEAR	I DO SWEAR	Zach Jackson	Countin’ On Countin’ On	GPMC-TRK-000021	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	22	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	22	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	23	gpm_stl.csv	68836687	MAYBE TONIGHT - ELV-ISH	MAYBE TONIGHT - ELV-ISH	Zach Jackson	Classic	GPMC-TRK-000022	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	23	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	23	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	24	gpm_stl.csv	69008710	OPEN ROAD	OPEN ROAD	G Putnam Music	Cowboy Country	GPMC-TRK-000023	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	24	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	24	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	25	gpm_stl.csv	69008730	TOUGH PEOPLE DO	TOUGH PEOPLE DO	KLEIGH	Dealin’ Feelin'	GPMC-TRK-000024	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	25	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	25	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	26	gpm_stl.csv	69167937	BEIN' HER MAN	BEIN' HER MAN	Zach Jackson	Dealin' Feelin'	GPMC-TRK-000025	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	26	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	26	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	27	gpm_stl.csv	69167992	YOU AIN'T SAYIN'	YOU AIN'T SAYIN'	Kris Bradley	Growing Stronger	GPMC-TRK-000026	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	27	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	27	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	28	gpm_stl.csv	69167999	IN THE END	IN THE END	Aaron Lotzow	Comin’ Through	GPMC-TRK-000027	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	28	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	28	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	29	gpm_stl.csv	69168036	REMEMBER A TIME - INSTRO	REMEMBER A TIME - INSTRO	G Putnam Music	Rembering Forgetting	GPMC-TRK-000028	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	29	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	29	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	30	gpm_stl.csv	69168047	REMEMBER A TIME	REMEMBER A TIME	Patrik J Sheridan	Vintage	GPMC-TRK-000029	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	30	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	30	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	31	gpm_stl.csv	69168053	SOMETIMES	SOMETIMES	Billy Harper	Change Me	GPMC-TRK-000030	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	31	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	31	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	32	gpm_stl.csv	69168056	SOMEWHERE INSIDE	SOMEWHERE INSIDE	Cindy Youngren	Clearly	GPMC-TRK-000031	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	32	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	32	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	33	gpm_stl.csv	69168066	THERE IS HERE	THERE IS HERE	Chris Krause	Cowboy Country	GPMC-TRK-000032	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	33	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	33	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	34	gpm_stl.csv	69169419	C'MON CHRISTMAS!	C'MON CHRISTMAS!	G Putnam Music	Christmas	GPMC-TRK-000033	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	34	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	34	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	35	gpm_stl.csv	69206210	FEEL FREE	FEEL FREE	Ashleigh Brucker	An Ash Bash	GPMC-TRK-000034	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	35	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	35	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	36	gpm_stl.csv	69206292	GIVE ME A KISS - Ash	GIVE ME A KISS - Ash	Ashleigh Brucker	Sassy Sweet	GPMC-TRK-000035	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	36	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	36	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	37	gpm_stl.csv	69206458	IMAGINE IF	IMAGINE IF	Alex Wahlbert	Growing Stronger	GPMC-TRK-000036	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	37	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	37	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	38	gpm_stl.csv	69206646	KEEPIN' IT COUNTRY	KEEPIN' IT COUNTRY	Elle Christine	Elle’s Bells	GPMC-TRK-000037	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	38	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	38	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	39	gpm_stl.csv	69207118	NEVER BEEN	NEVER BEEN	G Putnam Music	Sexy Swagger	GPMC-TRK-000038	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	39	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	39	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	40	gpm_stl.csv	69207261	LIFE NEW	LIFE NEW	Anjanel Folkens	Change Me	GPMC-TRK-000039	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	40	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	40	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	41	gpm_stl.csv	69207383	PAWN SHOP	PAWN SHOP	Elle Christine	Clearly	GPMC-TRK-000040	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
GPMC-TRK-ASSIGN-DRAFT-CLEAN-GLOBAL-20260624	41	GPMC-REG-IMPORT-DRAFT-CLEAN-GLOBAL-20260624	41	docs/registry/batch-intake-working-queues/gpmc_clean_global_track_working_queue_20260624.tsv	42	gpm_stl.csv	69207533	GOT ME SMOKIN' - '24	GOT ME SMOKIN' - '24	Lilli O'Dowd	Lovin' with Lilli	GPMC-TRK-000041	DRAFT_TRACK_ID_RESERVED_PENDING_ADMIN_APPROVAL	TRACK_RECORD_NOT_CREATED	PIX_NOT_CREATED	LT_PIX_NOT_CREATED	KKR_NOT_STARTED	CI_NOT_CREATED	Draft assignment only; ID not official until final import is approved and registry row is created.
